data,hora,redes,tipo,link,link_facebook,curtidas,comentarios,engajamento,compartilhamentos,salvamentos,alcance,visualizacoes,novos_seguidores,id_instagram,id_facebook,legenda
2024-07-04,21:19,instagram,REELS,https://www.instagram.com/reel/C9A_bMtpnEr/,,116,13,129,,,,,,18003771740343892,,"UM RECADO AO STF 💥

O congresso nacional deve legislar sobre esse tema de descriminalização da maconha e não o STF, não é sua função e precisamos que isso seja RESPEITADO! 👊 

Diga não as drogas! ✋

#STF #Contraadescriminalizacao #naoasdrogas"
2024-07-03,19:54,instagram,REELS,https://www.instagram.com/reel/C8-RWZJpSYO/,,88,9,97,,,,,,18438926680047325,,"PROJETO EXAMES NAS FARMÁCIAS, aprovado! ✅

Facilitar a vida do catarinense é pra isso que trabalhamos, por isso nosso projeto prevê inúmeros exames rápidos que poderão ser feitos em farmácias perto da sua casa 😉"
2024-07-02,21:33,instagram,REELS,https://www.instagram.com/reel/C8730KgplUx/,,37,0,37,,,,,,18057165301617460,,"Apresentação emocionante! 👏 
Parabéns @orquestra.teresinha pelo trabalho com as crianças. 🎶"
2024-07-01,12:09,facebook+instagram,FEED,https://www.instagram.com/p/C84SmSyNvrG/,https://www.facebook.com/1394493682493867/posts/859531135990127,118,9,127,,,,,,18443004073001088,864936030306107_859531135990127,Sempre em defesa da INCLUSÃO! 🙌
2024-06-30,15:43,facebook+instagram,FEED,https://www.instagram.com/p/C82GVW5uPx0/,https://www.facebook.com/1394493682493867/posts/859048006038440,156,3,159,2,,,,,18190491874289953,864936030306107_859048006038440,Com esse friozinho aquela deliciosa sopa na 114ª Festa de São Pedro em Armazém é a melhor pedida! 🍲😋
2024-06-27,13:10,facebook+instagram,FEED,https://www.instagram.com/p/C8uGZxuIIrd/,https://www.facebook.com/1394493682493867/posts/857193219557252,149,4,153,1,,,,,18320871625180042,864936030306107_857193219557252,Saudade Delas! ❤ @brubrunelcollaco @manu_brunel_collaco
2024-06-26,19:30,instagram,REELS,https://www.instagram.com/reel/C8sNDohJJkW/,,124,19,143,,,,,,17869342095117344,,"MAIS DE 5️⃣ MILHÕES! 🌽

TUBARÃO 
📍Pavimentação da rua Adolfo José de Souza: R$ 750 mil 
📍Educação: R$ 300 mil 
📍Rede de Esgoto na rua Manoel Agostinho Pereira: R$ 300 mil 
📍Asfalto de vias na cidade: R$ 200 mil 
📍Pavimentação da rua Caruru: R$ 260 mil 
📍Pavimentação das ruas Odário Bernardinho e Dorivalda Bristot: R$ 200 mil 
📍 Pavimentação da rua Anastácio Theófilo Teixeira: R$ 200 mil 
📍Pavimentação João da silva, Jovencio Bernardo, Luiz Matheus: R$ 200 mil 

BRAÇO DO NORTE 
📍Infraestrutura e pontos de ônibus: R$ 400 mil 
📍Pavimentação rua Santa Della Giustina: R$ 150 mil 

GAROPABA 
📍Infraestrutura: R$ 800 mil 

GRÃO-PARÁ
📍 Saúde com cirurgias eletivas: R$ 200 mil 

IÇARA 
📍 Pavimentação rua 17 de dezembro: R$ 300 mil 
📍Novo centro comunitário no bairro Presidente Vargas: R$ 300 mil 

LAGES 
📍Castrações: R$ 150 mil 

MORRO DA FUMAÇA 
📍Pavimentações: R$ 300 mil 

URUBICI 
📍Pavimentações: R$ 500 mil 

Essas foram algumas das emendas do nosso gabinete chegando na sua prefeitura! 💥"
2024-06-24,12:09,facebook+instagram,FEED,https://www.instagram.com/p/C8mRCRXPxig/,https://www.facebook.com/1394493682493867/posts/855380889738485,125,6,131,2,,,,,18035415400979752,864936030306107_855380889738485,Precisamos de atenção ao desenvolvimento das nossas cidades! 👊
2024-06-22,11:47,facebook+instagram,FEED,https://www.instagram.com/p/C8hE8AkuSct/,https://www.facebook.com/1394493682493867/posts/854127706530470,29,19,48,,,,,,18029635094507782,864936030306107_854127706530470,"O ESPORTE MUDA VIDAS! 👊

Estamos entusiasmados com as skatistas catarinenses que disputam as últimas vagas para as Olimpíadas de Paris 2024. Isadora Pacheco e Yndiara Asp são os destaques na categoria park. 
A semifinal feminina acontece neste sábado, 22 de junho. Vamos torcer por elas!🛹💥

 #EsporteTransforma #OlimpíadasParis2024 #Skateboarding"
2024-06-20,21:53,instagram,REELS,https://www.instagram.com/reel/C8dAZbKOTQj/,,142,10,152,,,,,,17890475370028233,,"VISITE O FAROL DE LAGUNA! 🌅✨

ACERTOU QUEM PENSOU NO FAROL DE SANTA MARTA EM LAGUNA!

E a novidade é a seguinte: a visitação está liberada apenas entre os dias 17 e 23 de junho 📅, das 9h às 11h ⏰ e das 14h às 17h⏱️, obedecendo a ordem de chegada.

A iniciativa celebra os 133 anos do Radiofarol e a Semana da Marinha⚓️.

A entrada requer a doação de 1 kg de alimento não perecível🍞. Não perca essa oportunidade única!"
2024-06-20,12:09,facebook+instagram,FEED,https://www.instagram.com/p/C8b92zsPQjE/,https://www.facebook.com/1394493682493867/posts/852939053316002,21,1,22,3,,,,,18260623186245638,864936030306107_852939053316002,"NOS TEMPOS ATUAIS VIVEMOS O QUE FALAMOS LÁ ÁTRAS! #TBT

No Senado, debatemos a convite do Senador @esperidiaoamin sobre os fenômenos climáticos com foco no 'El Niño' e os desastres naturais crescentes em nosso país. Vivemos isso. 

Precisamos ver soluções, como por exemplo: Rotas alternativas a BR-101, Túnel do Morro dos Cavalos, redragagem de rios, mapeamento de possiveis abridos e os impacto de desastres na nossa economia. 🌍💬

Debater isso de maneira Macro, entendermos e ver o micro de uma maneira mais simples. 

#DebatesClimáticos #SenadoFederal #AçõesParaOFuturo"
2024-06-18,22:10,facebook+instagram,FEED,https://www.instagram.com/p/C8X5EgXOI7i/,https://www.facebook.com/1394493682493867/posts/852073540069220,26,6,32,4,,,,,18033373846998113,864936030306107_852073540069220,"Nosso projeto ganhando destaque! ✨

Os exames nas farmácias facilitará a vida dos catarinenses. Ainda falta ser aprovado em plenário 🫡"
2024-06-14,15:43,facebook+instagram,FEED,https://www.instagram.com/p/C8M5mmOu8G4/,https://www.facebook.com/1394493682493867/posts/849661950310379,323,25,348,1,,,,,17942478560821679,864936030306107_849661950310379,"É US GURI! 💥

A caminhada começa agora e vai até outubro, rumo a uma grande conquista. Garopaba no caminho certo! 🚀

Contem comigo! 👊💪 

#Garopaba #Eleições2024 #Prefeito #UZGURI"
2024-06-11,20:14,instagram,REELS,https://www.instagram.com/reel/C8Fo5KeplQT/,,127,26,153,,,,,,18036447616791528,,"APROVADO NA CCJ ✅

🇮🇹🍽️ O Tombo da Polenta como patrimônio cultural imaterial de Santa Catarina foi aprovado hoje na alesc. Essa tradição, trazida pelos imigrantes italianos, simboliza união familiar e é um tesouro vivo da nossa cultura. Vamos valorizar e preservar essa herança! 💛🌽

 #CulturaImaterial #TomboDaPolenta #SantaCatarina"
2024-06-09,00:53,facebook+instagram,FEED,https://www.instagram.com/p/C7-bx_axi_8/,https://www.facebook.com/1394493682493867/posts/846576913952216,209,4,213,1,,,,,18016073249357569,864936030306107_846576913952216,Momento de muita oração onde nos preenchemos de fé e amor. Recebendo as bençãos de Santo Antônio em Laguna. 🙏
2024-06-08,16:55,facebook+instagram,FEED,https://www.instagram.com/p/C79lDH1Rd-6/,https://www.facebook.com/1394493682493867/posts/846408617302379,129,4,133,2,,,,,18003425057335075,864936030306107_846408617302379,"Nosso pré-candidato a prefeito de Gravatal, Clei, está mais do que preparado! Sua administração tem sido exemplar, com ações concretas e resultados em todas as áreas. 

Temos a certeza que juntos vamos construir um futuro ainda melhor para Gravatal e nossa gente!"
2024-06-08,00:01,facebook+instagram,FEED,https://www.instagram.com/p/C77xF8FOxne/,https://www.facebook.com/1394493682493867/posts/845994424010465,59,12,71,3,,,,,18029784170106967,864936030306107_845994424010465,"QUE PRESENTE DE JAGUARUNA! 

Obrigado a todos pelo reconhecimento do trabalho e esforço em estar presente aí no município. Receber isso no meu primeiro ano de mandato me deixa muito emocionado."
2024-06-05,22:15,facebook+instagram,FEED,https://www.instagram.com/p/C72bUaUuW3T/,https://www.facebook.com/1394493682493867/posts/844812130795361,48,3,51,3,,,,,17902597562991876,864936030306107_844812130795361,"PASSANDO PRA AVISAR 🗣️
Que o seminário estadual Autismo de Joinville está com as inscrições encerradas, porque LOTOU! 🚀🥹

Ele acontece dia 27/06 pra falar de diagnóstico, intervenção precoce e comportamento. Esse é mais um seminário da Frente Parlamentar em Defesa da Pessoa com Espectro Autista e vários parceiros! Parabéns a todos. 👏

#autismo"
2024-06-04,13:18,facebook+instagram,FEED,https://www.instagram.com/p/C7y5BnaOGGR/,https://www.facebook.com/1394493682493867/posts/844039094205998,213,31,244,2,,,,,17936743805837431,864936030306107_844039094205998,"Querido Pai, hoje é dia de te lembrar o quanto você me inspira, o quanto te amo, o quanto você é fundamental nas nossas vidas. Feliz aniversário! Sua sabedoria, força e carinho são os maiores presentes que você me dá. 

Que o próximo ano traga ainda mais felicidade, saúde e realizações. 👏"
2024-06-02,14:57,facebook+instagram,FEED,https://www.instagram.com/p/C7t60OYuaW9/,https://www.facebook.com/1394493682493867/posts/842982564311651,297,14,311,,,,,,18070311961516168,864936030306107_842982564311651,"Quem aí aceita uma tainha na telha? 🤤🐟

Pode ir pra Quermesse em Garopaba que lá tem uma caprichada! Comida boa, tradição, cultura e família é o que essa festa linda representa. 

Parabéns aos envolvidos 👏"
2024-06-01,15:18,instagram,REELS,https://www.instagram.com/reel/C7rX3n5u-gz/,,251,48,299,,,,,,17875035204092327,,"CHEIRINHO DE SUCESSO! 💥 

Destinamos 1,5 milhão para reperfilagem de ruas em nossa cidade. A rua Manoel Pedro Flor já está sendo finalizada e a João Goulart já foi concluída. Em breve, será a vez da José Domingos Bittencourt. 

Esse é só o começo do nosso compromisso com o desenvolvimento de Capivari! 🚀

💪🛣️ #Obra #Recurso #Asfalto #CapivariDeBaixo #CapivariEmTransformação"
2024-05-31,16:28,instagram,FEED,https://www.instagram.com/p/C7o7sjEufdh/,,18,2,20,,,,,,18334287667190356,,Um absurdo! 💥
2024-05-29,21:40,instagram,REELS,https://www.instagram.com/reel/C7kT53uuIaY/,,210,25,235,,,,,,18072758644457369,,"CAMPEÕES DE JIU-JITSU DE PESCARIA BRAVA! 🥋🏆

Homenagem aos talentosos atletas de jiu-jitsu de Pescaria Brava, pelo seu destaque no Campeonato Brasileiro da modalidade. Proposto pelo deputado Collaço, o evento celebrou não apenas as conquistas esportivas, mas também o importante trabalho social realizado na região, proporcionando oportunidades de crescimento pessoal para crianças e adolescentes. 

Um verdadeiro orgulho para o estado! 🚀

#JiuJitsu #Alesc #SantaCatarina"
2024-05-28,20:16,facebook+instagram,FEED,https://www.instagram.com/p/C7hnTDQJtnF/,https://www.facebook.com/1394493682493867/posts/840349581241616,45,1,46,5,,,,,17982899756523729,864936030306107_840349581241616,"🎙️ Novo episódio! 

O podcast Ordem do Dia @assembleiasc 💬 foi muito legal! 

Falamos sobre meu projeto de lei que busca regulamentar a realização de exames de análises clínicas nas farmácias de SC. Discutimos os benefícios e a importância dessa iniciativa para nossa saúde. 🏥🔬

Não percam!

 #PodcastAlesc #PepêCollaço #SaúdePública #Inovação #Farmácias #SantaCatarina #Alesc"
2024-05-27,12:31,instagram,REELS,https://www.instagram.com/reel/C7eNCUoOtLs/,,191,13,204,,,,,,18440615629041985,,"🎉🎂 Parabéns, Tubarão! Hoje você completa 154 anos de história e força! 🇧🇷✨

Seu nome, que vem do Rio Tubarão, significa “Pai Feroz” e reflete a coragem e resiliência do seu povo. 🌊💪

Os tubaronenses são a verdadeira riqueza desta cidade linda de Santa Catarina. Com paisagens de tirar o fôlego e um espírito acolhedor, Tubarão brilha no sul do Brasil. 🌅💖

Que venham muitos anos de prosperidade e união! Viva Tubarão! 🎉🎈

#AniversárioTubarão #Tubarão153Anos #SantaCatarina #OrgulhoTubarão #CidadeForte #VivaTubarão"
2024-05-26,14:05,instagram,REELS,https://www.instagram.com/reel/C7by435OOYU/,,117,12,129,,,,,,18061582867577468,,"MAIO LARANJA, CONSCIENTIZE-SE! 🧡

Precisamos nos unirmos contra o abuso e a exploração sexual infantil. Conscientize-se e faça a diferença!

 #MaioLaranja #ProtejaNossasCrianças"
2024-05-24,18:54,instagram,REELS,https://www.instagram.com/reel/C7XJjKeJ6df/,,72,4,76,,,,,,18029268899290573,,"A REGIÃO SUL MAIS DESENVOLVIDA!🌟

Com portos, aeroportos e duplicações estratégicas, nossa região está se tornando cada vez mais atrativa para grandes empresas. Isso significa mais empregos e desenvolvimento para nossas cidades! 📈

A prova disso é a chegada da Eiko em Laguna, a maior multinacional de baterias de lítio do mundo! 🌍🔋 Seja bem-vinda! 🙏

Fazer parte dessa conexão entre as necessidades da região e o poder público é o que me faz sentir que estamos no caminho certo para o progresso! 🚀

#Desenvolvimento #Empregos #Progresso #RegiãoSul #Eiko #Laguna"
2024-05-22,20:41,facebook+instagram,FEED,https://www.instagram.com/p/C7SNaN7JMPc/,https://www.facebook.com/1394493682493867/posts/836983428244898,131,5,136,4,,,,,18049952635634855,864936030306107_836983428244898,"UNIDOS PELO COMBATE AO CÂNCER🌸 

Na Rede Feminina de Combate ao Câncer de Tubarão, elas lutam e trabalham diariamente contra o câncer e celebram a cada vitória. 

Nos batemos palmas pra esse trabalho diferenciado que elas fazem. Parabéns mulheres 👏✨ 

#ForçaFeminina #LutaContraOCâncer #JuntasSomosMaisFortes"
2024-05-22,14:38,instagram,REELS,https://www.instagram.com/reel/C7RioHgu2xi/,,61,3,64,,,,,,18239212990252163,,"O PROJETO DO DUODÉCIMO DA DEFESA CIVIL! 👊
✅ Aprovamos a PEC que garante mais recursos para a Defesa Civil na CCJ. 

O que isso significa?⬇️

A PEC torna obrigatório o repasse de 0,5% das receitas do Estado para o Fundo Estadual da Defesa Civil. Isso vai garantir mais verba para ações de prevenção e combate a desastres naturais.🫡
Esse valor será repassado automaticamente, como um “duodécimo”, igual ao que acontece com outros poderes. Ou seja, mais segurança e previsibilidade para a Defesa Civil!
️ 70% dos recursos serão usados para lidar com ocorrências e desastres, e 30% para ações de prevenção. Assim, vamos estar mais preparados para enfrentar os desafios!
Se no final do ano não tivermos desastres, o dinheiro que sobrar vai para um fundo de reserva permanente. Mais segurança para o futuro!
Essa PEC é fundamental para proteger nossa população e nosso Estado!  Precisamos do apoio de todos para que ela seja aprovada em plenário!

Juntos, podemos construir um futuro mais seguro para todos! 🤝

 #defesacivil #pec #segurança #prevenção #santacatarina #brasil"
2024-05-21,13:44,instagram,FEED,https://www.instagram.com/p/C7O4915uCzq/,,12,1,13,,,,,,18027133211290553,,"🗣️🚨 APOIO À PEC 08/2021! 🚨🗣️

Decisões mais justas e equilibradas no STF são essenciais. Vamos priorizar a colegialidade e garantir o direito à defesa!

Conte com meu apoio @esperidiaoamin 💪 #PEC082021 #JustiçaParaTodos #DireitoADefesa"
2024-05-20,21:57,facebook+instagram,FEED,https://www.instagram.com/p/C7NMjd0uTPu/,https://www.facebook.com/1394493682493867/posts/835816488361592,106,10,116,1,,,,,17970293516602549,864936030306107_835816488361592,"INSCRIÇÕES ESTÃO ABERTAS! 💥🧩

Seminário Estadual de Autismo - diagnóstico, intervenção precoce e comportamento serão os temas abortados.  

📍 Joinville - Univille 
🗓️ 27/06 
⏰07h30 

Inscreva-se no site da @escoladaalesc 
Esses seminários estão acontecendo em 6 regiões do estado e é resultado de muito trabalho da nossa Frente Parlamentar em Defesa da Pessoa com Espectro Autista com várias entidades que defendem essa causa. 👏 Estamos juntos! 👊"
2024-05-17,21:56,instagram,REELS,https://www.instagram.com/reel/C7Fd8RIOqXM/,,145,21,166,,,,,,18022440161175873,,"MIGRAÇÃO DO RIO GRANDE DO SUL PARA SANTA CATARINA! 🙏
Vamos pensar e executar projetos para abrigar nossos vizinhos gaúchos com estruturas do governo do estado. O Extremo Sul já está recebendo, e precisamos pensar nesse desafio de maneira macro, com saúde, educação e infraestrutura das cidades sendo preparadas. 

O catarinense é conhecido por sua hospitalidade e solidariedade, esse é mais um momento para nos unirmos. 🙌

 #Solidariedade #Apoio #JuntosSomosMaisFortes"
2024-05-15,19:53,instagram,REELS,https://www.instagram.com/reel/C7AFqHzOr5C/,,56,6,62,,,,,,18042434743677227,,"DEFENDO COM UNHAS E DENTES A REDRAGAGEM 🫡

Precisamos investir na prevenção desses desastres naturais, precisamos estar na frente para salvarmos vidas!

Obrigado ao colega @fernando.krelling que reconhece essa minha luta diária e apoia esse cuidado com o Sul, que também sofre com enchentes.  Prevenção é o caminho! 👊"
2024-05-13,19:40,facebook+instagram,FEED,https://www.instagram.com/p/C667RYJu3Jj/,https://www.facebook.com/1394493682493867/posts/831469795462928,99,10,109,1,,,,,18052103236577090,864936030306107_831469795462928,Sofremos com medidas unilaterais que não levam em consideração as comunidades que ficam condicionadas as marginais da nossa BR-101. Temos que ser ouvidos! 🛣️👊
2024-05-12,23:23,instagram,REELS,https://www.instagram.com/reel/C64v2E9umxS/,,71,5,76,,,,,,18058254946574640,,"O FINAL PODE TE SURPREENDER 🏃‍♂️👀

Por aqui tentamos desgastar o que comemos na semana que foi cheia de sabores do estado de SC. Comidas típicas, muita cultura, conversas boas e trabalho! 🚀"
2024-05-10,19:35,facebook+instagram,FEED,https://www.instagram.com/p/C6zMVJqOupu/,https://www.facebook.com/1394493682493867/posts/829680415641866,68,5,73,1,,,,,18044812984776940,864936030306107_829680415641866,"ALTO VALE COM QUALIDADE ✅

É nesses momentos que sentimos orgulho de sermos progressistas, gente do bem querendo o melhor para a suas cidades e montando times qualificados pra isso. 👏

Vamos juntos com muito trabalho, dedicação e querendo o melhor pra região. Nosso roteiro foi: 

📍Ituporanga, 
📍Agrolândia, 
📍Trombudo Central, 
📍Rio do Oeste, 
📍Witmarsum, 
📍Vitor Meireles e 
📍Rio do Sul
📍Gaspar 

👏👏👏👏👏

#roteiro #altovale"
2024-05-07,20:42,facebook+instagram,FEED,https://www.instagram.com/p/C6rlnd5Ov6w/,https://www.facebook.com/1394493682493867/posts/827964489146792,50,4,54,,,,,,18033896428788183,864936030306107_827964489146792,"ALESC MAIS PERTO DE VOCÊ! 🤝

O Programa Alesc Itinerante chega a Blumenau para estreitar laços entre o Parlamento e a comunidade em comemoração aos seus 190 anos. Aqui, 12 entidades apresentaram seus trabalhos e demonstraram a importância de ter grupos organizados em defesa de diversas causas como Parkinson, Autismo, Esportes e várias outras.

Juntos, debatendo e agindo, construímos um futuro melhor para o Vale do Itajaí. Além de trazer o parlamento mais próximo da população. 🏛️💬  

#AlescItinerante #Democracia #ParticipaçãoCidadã"
2024-05-06,23:05,instagram,REELS,https://www.instagram.com/reel/C6pQ6rXuwqz/,,122,10,132,,,,,,18025551596497631,,"Casa dos Autistas de Agrolândia! 🧩

Um trabalho lindo e emocionante, onde pude falar sobre os seminários de autismo que estão ocorrendo em todo o estado. Além de visitar essa Casa que faz um lindo trabalho. Juntos, vamos continuar lutando por uma sociedade mais inclusiva e acolhedora. 🤝

#Autismo #Inclusão #Agrolândia"
2024-05-03,19:27,facebook+instagram,FEED,https://www.instagram.com/p/C6hJ6jpPHvS/,https://www.facebook.com/1394493682493867/posts/825624402714134,85,5,90,5,,,,,18266308366226903,864936030306107_825624402714134,"ESTAMOS PREPARADOS! 💪

A cada evento realizado, um grupo está preparado para construir um futuro melhor em suas cidades. Orgulho de fazer parte desse time. 1️⃣1️⃣✅

#capacita11 #progressistassc #progressistas lideranças #eleicoes"
2024-05-01,15:25,facebook+instagram,FEED,https://www.instagram.com/p/C6bkjs8uPsE/,https://www.facebook.com/1394493682493867/posts/824361572840417,82,8,90,,,,,,17990324624486436,864936030306107_824361572840417,"TRABALHO SÉRIO E COMPROMETIDO! 💪

No dia do trabalhador venho prestar contas da Frente Parlamentar em Defesa da Pessoa com espectro Autista, estamos sempre de olho nas ações, resultados e o que podemos melhorar. 

Confira nossas conquistas em prol da comunidade autista! 🧩

#DiaDoTrabalhador #FrenteParlamentarTEA #PrestaçãoDeContas"
2024-04-30,20:17,facebook+instagram,FEED,https://www.instagram.com/p/C6ZhKtQudIK/,https://www.facebook.com/1394493682493867/posts/823881299555111,33,0,33,,,,,,17925242066860262,864936030306107_823881299555111,"PM E BOMBEIROS SOLICITANDO INVESTIMENTOS! 🚒👮‍♂️

A PM apresentou o projeto de nova base em Içara e o Corpo de Bombeiros em Arroio Silva, ambos estão empenhados em melhorar suas estruturas para atender melhor a população. 

Juntos, a Bancada do Sul se comprometeu em buscar o apoio com o Governo para um futuro mais seguro com esses investimentos. 

📸 @brunocollaco / TVAL @assembleiasc 

 #BancadaDoSul #Segurança #TrabalhoEmEquipe"
2024-04-30,13:55,instagram,REELS,https://www.instagram.com/reel/C6Y1LUIuRhS/,,90,17,107,,,,,,17994435353430689,,"GAFE COMETIDA! 👀 Mas 100 mil foram destinados a rede feminina! 💖

Nosso trabalho vai chegando em cada cantinho de Santa Catarina, e esse recurso foi um reconhecimento a todo o trabalho da @redefemininatubarao que se dedicam a uma causa tão importante quanto ao combate ao câncer. 👏

Parabéns mulheres vocês merecem! 🙌"
2024-04-29,22:38,instagram,REELS,https://www.instagram.com/reel/C6XMVwauqLg/,,224,22,246,,,,,,17850216630163460,,"Balneário Camboriú foi um sucesso!✨ Com 600 participantes, o evento sobre autismo trouxe informação e conscientização para todos. 🧩

📍Próximas paradas: São Miguel do Oeste, Rio do Sul, Criciúma e Joinville. 
Junte-se a nós nessa jornada de conhecimento e inclusão! 🙌

#AbrilAzul #ConscientizaçãoTEA #autismosc"
2024-04-28,20:19,instagram,REELS,https://www.instagram.com/reel/C6UW88iuvlb/,,52,17,69,,,,,,17895074777996690,,"PÉ NA ESTRADA! 🦶🛣️

Com direito a ministério do Trabalho pra a viabilização do Túnel do Morro dos Cavalos e roteiro pelas cidades: 
📍Imbituba 
📍Nova Veneza 
📍Criciúma
📍Cocal do Sul 
📍Urubici 
📍Lages 
📍São Joaquim
📍Tubarão 
📍Capivari de Baixo 
📍Pedras Grandes 
Cansou só de ler né? Imagina participar do Capacita 11 e visitar várias lideranças! 😉 O trabalho não para! 🏞️✨ #SerraCatarinense #Cultura #Inovação #Progressistas"
2024-04-26,18:56,instagram,REELS,https://www.instagram.com/reel/C6PDviFOWi4/,,96,10,106,,,,,,18087066406435724,,"🏥A defesa do Hospital Nossa Senhora da Conceição é crucial diante das dificuldades enfrentadas pelo sistema de saúde público no Brasil. 

Não é um problema simples. 🧐
A tabela SUS muitas vezes não cobre os custos reais dos procedimentos, tornando complexa a gestão financeira dos hospitais, especialmente os de alta complexidade pela necessidade de zerar algumas filas de cirurgias. 
Buscaremos alternativas para a  saúde financeira, mesmo diante desses desafios, vejo que a Bancada do Sul pode ter algumas ações junto com a Secretaria do Estado de Saúde pra compreender e melhorar esses casos."
2024-04-25,21:46,instagram,REELS,https://www.instagram.com/reel/C6MxqZGu7nT/,,105,11,116,,,,,,18079990603421130,,"ATENÇÃO! 👀
 O projeto do Morro dos Cavalos está recebendo atenção prioritária do ministro @renanfilho para a elaboração do projeto do Túnel do Morro dos Cavalos. Isso é um grande passo para a segurança e desenvolvimento da região, uma urgência que está sendo sinalizada com atenção. #PrioridadeMorroDosCavalos 🏞️"
2024-04-22,21:04,instagram,REELS,https://www.instagram.com/reel/C6E_4F0OiNx/,,273,52,325,,,,,,17917087256910051,,"Redragagem do Rio Tubarão! 👀

É crucial atualizar o projeto para evitar desastres. Já testemunhamos os impactos em nossa cidade e vemos em tantas outras. 🥲
Atualizar é o primeiro passo, pra conseguir investimentos e previnir enchentes. Vamos! 🫵

#Prevenção #AtualizaçãoDoProjeto"
2024-04-20,15:32,instagram,REELS,https://www.instagram.com/reel/C5_QOxJOrIU/,,469,104,573,,,,,,17981802974649158,,"A SELEÇÃO DA BOA POLÍTICA 🇧🇷 

Essa taça a gente ergue com orgulho. 🏆

O Progressista Santa Catarina se consolidou ao longo da história porque tem como vocação trabalhar pelas pessoas e trazer resultado para os municípios. Sua história é feita por grandes lideranças que são referência em gestão pública, transparência e honestidade. 

Um novo capítulo começa a ser escrito para as eleições 2024 depois do Capacita 11. Estamos vindo com tudo, com uma seleção de craques que vai dar um baile nos gramados!

🏃🏼⚽️ 💨

#ProgressistasSC #progressistas"
2024-04-20,00:04,instagram,REELS,https://www.instagram.com/reel/C59mUcCOFtL/,,244,15,259,,,,,,17902329611970319,,"SERRA DO CORVO BRANCO 🚧 OBRA RETOMADA! ✨

A retomada dessa obra é um passo importante para o desenvolvimento de Urubici e de toda Santa Catarina. Parabéns à Prefeita @marizaccosta pelo empenho nesse investimento crucial para a nossa região. 
Vamos juntos acompanhar e apoiar esse progresso! 🚧🏞️ #SerraDoCorvoBranco #Desenvolvimento #Urubici #SantaCatarina"
2024-04-18,22:03,instagram,REELS,https://www.instagram.com/reel/C56zooQOaA9/,,101,10,111,,,,,,17995660532380398,,"🌟INVESTIMENTO EM INCLUSÃO! 

Apae de Capivari de Baixo está fazendo um trabalho incrível que me emociono ao apoiar! 💪

Enviei 100 mil reais para ajudar na construção de salas e os recursos estão sendo bem direcionados! Não há como não se emocionar, histórias de famílias que superam todos os desafios! 🙌 

#Inclusão #ApoieAPAECapivari #ConstruindoFuturos #EmoçãoSemLimites"
2024-04-16,23:06,instagram,REELS,https://www.instagram.com/reel/C51xVloO02U/,,415,51,466,,,,,,18004257872426892,,"🕕6 HORAS! 

Um absurdo que conhecemos muito bem! Enquanto o sul ficou isolado, enfrentei estradas de chão que deveriam ter investimentos como rotas alternativas. 💼 
Hoje, cobrei melhorias para garantir rotas alternativas viáveis quando a BR-101 ficar bloqueada. Não é a primeira vez que enfrentamos isso. 🛣️ 

Agora, é com o governo agir e melhorar essas estradas.

 #Infraestrutura #BR101 #RotasAlternativas"
2024-04-16,17:09,facebook+instagram,FEED,https://www.instagram.com/p/C51IiJgOreN/,https://www.facebook.com/1394493682493867/posts/815942683682306,67,1,68,1,,,,,18348643177103145,864936030306107_815942683682306,"🌟🧩👏 Emocionante! 

A Feamas recebeu uma merecida homenagem na Alesc por seu incansável trabalho em prol do autismo. Gratidão a todos que tornam possível essa jornada de inclusão e acessibilidade! 💙 

Parabéns a todas as Amas e em especial a @catia_cp7 que ajuda a anos na causa!🫡🧩

📸 @brunocollaco 

#Autismo #Inclusão #Gratidão"
2024-04-16,00:25,instagram,REELS,https://www.instagram.com/reel/C5zVVn8OEuf/,,118,12,130,,,,,,18125078173343512,,"À DEDICAÇÃO DAS FEAMAS COM AS PESSOAS COM TEA! 👏

É isso que homenageamos essa noite na Sessão Solene, um reconhecimento ao trabalho, dedicação e carinho a todos que participam do dia a dia das Amas. Vamos juntos reconhecendo essa causa! 🫡🧩"
2024-04-09,21:00,facebook+instagram,FEED,https://www.instagram.com/p/C5jhdTkOEiB/,https://www.facebook.com/1394493682493867/posts/812088877401020,77,12,89,3,,,,,17992933517421541,864936030306107_812088877401020,"MINHA PARTE FAVORITA! 👀

A Comissão de Constituição e Justiça desempenha um papel crucial no processo legislativo, com certeza a comissão que mais atuo, garantindo a conformidade das leis com a Constituição e a justiça. Sua função é fundamental para a democracia e o Estado de Direito. 
Valorizo muito esse trabalho e a importância de garantir que nossas leis sejam justas e constitucionais, porque os debates acontecem aqui! 👊

 #CCJ #Democracia #EstadoDeDireito"
2024-04-08,21:52,instagram,REELS,https://www.instagram.com/reel/C5hBdN1uhP6/,,325,45,370,,,,,,18010413140118092,,"ABSURDO NO BAIRRO SÃO CRISTÓVÃO! 👊

A CCR tem que repensar a mobilidade urbana que está afetando o bairro São Cristóvão. Vem comigo entender o que está acontecendo e como isso impacta a vida de todos. 🚗🚧 

#MobilidadeUrbana #CCR #Comunidade"
