"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
17927994393075278,17841404156491115,deputadozemilton,"Zé Milton","Você sabia que aqui na Alesc existe um jeito diferente de defender as demandas de cada canto do estado?! São as Bancadas Regionais. Vem conferir como a Assembleia Legislativa está ainda mais presente na sua vida!

#BancadasRegionais #SC #Alesc",66,"06/30/2025 08:34",https://www.instagram.com/reel/DLh7IluRqHB/,"Reel do Instagram",,Total,2442,1657,47,4,0,2,0
17912917602140877,17841401444333135,pepecollaco,"Pepê Collaço","🗞️Confere as notícias da semana! ➡️",0,"06/29/2025 10:15",https://www.instagram.com/p/DLfiKpxO5i2/,"Carrossel do Instagram",,Total,12916,8663,146,47,8,29,5
18063255239177068,17841401444333135,pepecollaco,"Pepê Collaço","PARCERIA QUE GERA DESENVOLVIMENTO! 💪

A nova ponte no bairro Represa, em Braço do Norte, vai facilitar o escoamento da produção e melhorar a vida de quem vive e trabalha na região.
Nosso mandato tá aqui pra isso: identificar os gargalos e impulsionar o crescimento das microrregiões! 🚜📈

#DesenvolvimentoRegional #BraçoDoNorte #Infraestrutura #MandatoPresente #TrabalhoQueFazADiferença #ParceriaQueTransforma",66,"06/27/2025 13:05",https://www.instagram.com/reel/DLarROQJIpa/,"Reel do Instagram",,Total,24646,16171,299,19,4,17,1
18363198670147210,17841401444333135,pepecollaco,"Pepê Collaço","📚 MAIS INCLUSÃO NO UNIVERSIDADE GRATUITA! 

Defendi a inclusão dos alunos da Unisul no programa e apresentou emenda que antecipa os processos seletivos e garante apoio aos estudantes prejudicados. O projeto segue em tramitação na Alesc.

#UniversidadeGratuita #EducaçãoSC #PepêCollaço #CCJ #Unisul #Alesc #SantaCatarina",98,"06/24/2025 14:14",https://www.instagram.com/reel/DLTFQc_JAxJ/,"Reel do Instagram",,Total,28302,20837,448,84,17,75,20
18104084869477816,17841401444333135,pepecollaco,"Pepê Collaço","Falou em buscar mais recursos pra nossa região, eu já tô pronto! 🛵",14,"06/23/2025 15:37",https://www.instagram.com/reel/DLQp3AFJ65n/,"Reel do Instagram",,Total,10892,6336,122,26,2,8,0
17849606001487567,17841401444333135,pepecollaco,"Pepê Collaço","Muito triste as cenas do balão em Praia Grande vistas essa manhã. Minhas orações e solidariedade estão com as vítimas e suas famílias nesse momento 🙏",0,"06/21/2025 08:13",https://www.instagram.com/p/DLKt3RfuYkC/,"Imagem do Instagram",,Total,3621,2601,31,10,0,0,0
18388216648190849,17841401444333135,pepecollaco,"Pepê Collaço","Não é sobre obediência, É SOBRE EDUCAÇÃO! 📚

Nosso projeto de Educação Moral e Cívica nas escolas foi aprovado na Comissão de Constituição e Justiça e segue avançando na Alesc.
Disciplina, respeito aos símbolos e amor à pátria não se impõem — se ensinam. E é isso que estamos construindo!
 
Isso é outras notícias: 🗞️ ↔️",0,"06/20/2025 08:05",https://www.instagram.com/p/DLIILZJuBNA/,"Carrossel do Instagram",,Total,7731,5541,149,16,0,20,4
18046241630204994,17841401444333135,pepecollaco,"Pepê Collaço","AUTISMO É PRIORIDADE! 💙

O autismo não tem cara, mas tem realidade e ela precisa ser vista com responsabilidade!

A gente luta por mais inclusão, mais apoio às famílias e políticas públicas de verdade:
✔️ Frente Parlamentar em Defesa do Autismo
✔️ Censo com a Acafe para embasar ações
✔️ Defesa de centros especializados e acolhimento familiar

Cada conquista é uma vitória de toda a sociedade.
Vamos juntos por mais respeito, diagnóstico e cuidado!

📢 Comente aqui: o que você gostaria de ver na defesa da causa autista?
⠀
#AutismoÉPrioridade #PepêPeloAutismo #ConhecerParaIncluir #AbrilAzul #PolíticaComPropósito #SantaCatarina",60,"06/18/2025 13:23",https://www.instagram.com/reel/DLDi5nQJRd6/,"Reel do Instagram",,Total,7808,5424,137,33,2,25,2
17855097744453846,17841401444333135,pepecollaco,"Pepê Collaço","Entenda um pouco os números do censo do @ibgeoficial 👀🧩",0,"06/17/2025 08:07",https://www.instagram.com/p/DLAaA5ouEZX/,"Carrossel do Instagram",,Total,6856,3543,46,19,0,7,2
17898872034209095,17841401444333135,pepecollaco,"Pepê Collaço","Investir em saúde é investir no presente das pessoas! 🤝",60,"06/14/2025 08:22",https://www.instagram.com/reel/DK4s-TVOWC7/,"Reel do Instagram",,Total,6883,7262,103,9,1,4,0
18165286774346533,17841401444333135,pepecollaco,"Pepê Collaço","E hoje é dia dos namorados. Então lá vai uma fotinho com minha companheira de vida, mãe e esposa, mas acima de tudo minha eterna namorada.
Beijo meu amor! ❤️",0,"06/12/2025 13:06",https://www.instagram.com/p/DK0ESEEptCT/,"Imagem do Instagram",,Total,4108,2772,134,1,0,2,2
17956294910951182,17841401444333135,pepecollaco,"Pepê Collaço","Estamos cada vez mais próximo de você! 🤝",0,"06/12/2025 09:03",https://www.instagram.com/p/DKzohHcuSsi/,"Carrossel do Instagram",,Total,4483,3099,59,15,0,7,1
18040570850312894,17841406933676299,portallitoralmais,"Portal Litoral Mais","A volta da disciplina Educação Moral e Cívica ao currículo da educação básica das escolas públicas e privadas de Santa Catarina pode acontecer.

O projeto, de autoria do deputado estadual Pepê Collaço (PP), foi aprovado na Comissão de Constituição e Justiça da Assembleia Legislativa, nesta terça-feira (10), durante a passagem da Alesc Itinerante por São Miguel do Oeste.

Agora, antes de ir para votação da Casa, o texto precisa passar pelas comissões de Finanças, Trabalho e Educação. 

📲 LEIA A MATÉRIA COMPLETA EM LITORALMAIS.NET",0,"06/11/2025 11:20",https://www.instagram.com/p/DKxTX9hORqU/,"Imagem do Instagram",,Total,2712,1882,96,7,0,6,0
17855634507446603,17841401444333135,pepecollaco,"Pepê Collaço","APROVADO NA CCJ ✅

Agora nosso projeto irá pras próximas comissões. Seguiremos acompanhando 🚀",25,"06/10/2025 15:23",https://www.instagram.com/reel/DKvKD2wp8m6/,"Reel do Instagram",,Total,10471,8820,147,141,0,11,0
18067909547091526,17841400073194615,radiocentrooeste,"Rádio Centro Oeste 100.9 FM","O deputado @pepecollaco aproveitou a vinda para a Alesc Itinerante para se aproximar e ouvir as lideranças do partido na região Oeste de Santa Catarina. O parlamentar esteve inclusive em Pinhalzinho.",311,"06/10/2025 10:42",https://www.instagram.com/reel/DKupq-nOjXS/,"Reel do Instagram",,Total,4352,2715,58,2,0,0,0
18511153846003636,17841401444333135,pepecollaco,"Pepê Collaço","Um bolinho arrematado em Gravatal 😋

Gosto de estar assim, junto da comunidade, participando do dia a dia, vendo o asfalto chegar aqui no bairro Várzea das Canoas e agradecendo pela receptividade. 🙌",47,"06/08/2025 11:07",https://www.instagram.com/reel/DKpjMYMpDBy/,"Reel do Instagram",,Total,23461,15701,210,26,11,6,3
18175003048328113,17841401444333135,pepecollaco,"Pepê Collaço","Notícias da semana 🚀📰",0,"06/08/2025 08:29",https://www.instagram.com/p/DKpRbzVOBqg/,"Carrossel do Instagram",,Total,4585,2726,78,11,0,3,2
17910507897141496,17841401444333135,pepecollaco,"Pepê Collaço","🎉 FESTA JUNINA NA PASSAGEM! 🌽🔥

De 5 a 12 de junho, a Praça da Igreja Santa Teresinha vira palco da nossa tradicional e maravilhosa festa de São João! Tudo coberto com tendas pra garantir alegria com conforto, faça chuva ou frio!
Venha festejar em família com segurança, comida boa, festa animada e aquele clima. 🎶💛
📍 Passagem – Tubarão/SC
#FestaJunina #SãoJoãoNaPassagem #Tubarão #VemPraFesta #TradiçãoQueAquece",0,"06/07/2025 19:47",https://www.instagram.com/p/DKn6MsxIn3g/,"Imagem do Instagram",,Total,25373,20832,509,10,2,9,5
18070008508968678,17841401444333135,pepecollaco,"Pepê Collaço","DAS BELEZAS DE SANTA CATARINA 🐬

📸🔁 @faroldesantamarta",44,"06/07/2025 11:44",https://www.instagram.com/reel/DKnCbXApwNA/,"Reel do Instagram",,Total,3787,2591,81,19,1,5,1
17990289362753533,17841470995262587,alemdadeficiencia.com.br,"Além da Deficiência ®","Imbituba e Laguna estão entre os municípios catarinenses com maior percentual de pessoas com autismo em relação à população residente.

#alemdadeficiencia #autismo #tea #diagnostico #pessoascomdeficiencia

#pracegover Foto: Imagem dos representantes no encontro realizado na Assembleia Legislativa.",0,"06/06/2025 13:53",https://www.instagram.com/p/DKks4yRyAHf/,"Imagem do Instagram",,Total,863,475,21,0,0,0,0
18056056433036335,17841401444333135,pepecollaco,"Pepê Collaço","Trabalhando por SC porque nossas cidades merecem! 👊",0,"06/06/2025 10:44",https://www.instagram.com/p/DKkXSXCOWh7/,"Imagem do Instagram",,Total,5406,7795,127,12,2,11,1
17919435150095663,17841401444333135,pepecollaco,"Pepê Collaço","📊 DADOS DOS AUTISTAS EM SC! 🧩

A apresentação do @ibgeoficial foi um passo importante para compreendermos o cenário do autismo em Santa Catarina. Com informação, construímos políticas públicas mais justas e eficientes! 💙

E vem mais por aí: nosso Censo dos Autistas está sendo desenvolvido a quatro mãos com a @assembleiasc e a @acafeoficial . O protótipo já está em fase de testes e, em breve, teremos novidades! 🛠️📱

#AutismoEmDados #CensoAutistaSC #PolíticasPúblicas #IBGE #ALESC #ACAFE #AutismoComRespeito #Inclusão #SantaCatarina",75,"06/05/2025 11:13",https://www.instagram.com/reel/DKh0aG-RXU5/,"Reel do Instagram",,Total,62990,44489,287,60,7,31,12
18095777035567787,17841406933676299,portallitoralmais,"Portal Litoral Mais","A federação União Progressista em Santa Catarina teve sua primeira reunião com quórum completo. O senador Esperidião Amin (Progressistas) participou nesta terça-feira (3) pela primeira vez de um encontro com todos os três deputados estaduais de seu partido e os quatro deputados - três estaduais e um federal - do União Brasil.

Participaram Altair Silva, Pepê Collaço e Zé Milton, do PP, e Sérgio Guimarães, Jair Miotto, Marcos da Rosa e Fábio Schiochet, do União. 

De acordo com a nota oficial divulgada pela federação, a reunião teve como foco “o alinhamento político e alguns encaminhamentos em busca da unidade”.

O nome de Amin é unanimidade dentro da federação para disputar uma vaga no Senado nas eleições de 2026, assim como Zé Milton deve disputar uma cadeira na Câmara dos Deputados.

📲 LEIA A MATÉRIA COMPLETA EM LITORALMAIS.NET",0,"06/04/2025 13:09",https://www.instagram.com/p/DKfeSAiOUoG/,"Imagem do Instagram",,Total,5979,4399,143,7,2,4,0
18074181136912513,17841401444333135,pepecollaco,"Pepê Collaço","Parabéns pelos 130 anos, Colégio São José! 🎉
Tive a honra de estudar aí — e ainda mais orgulho em ver minhas filhas seguindo os mesmos passos. 🏫✨
Foram anos incríveis, de aprendizado, amizades e memórias que levamos pra vida.
Que venham muitos outros capítulos dessa história tão bonita! 💙

#130AnosCSJ #ColégioSãoJosé #MemóriaeMissão #HistóriaViva #OrgulhoDeSerSJ #Gratidão #EducaçãoTransforma #FamíliaSãoJose",112,"06/04/2025 10:19",https://www.instagram.com/reel/DKfKnJ1ObYy/,"Reel do Instagram",,Total,17623,13125,209,11,1,11,0
17872395294363180,17841404156491115,deputadozemilton,"Zé Milton","União progressista cada vez mais forte! 💪🇧🇷

Ontem foi dia de reunir com os deputados da federação entre PP e União Brasil, junto com nosso senador Esperidião Amin, para consolidar ainda mais a maior força política de Santa Catarina e do Brasil.

Ideias alinhadas, propósitos compartilhados e vontade de construir um futuro com diálogo, responsabilidade e compromisso com o povo catarinense. 

A federação une experiência, trabalho e resultados para o nosso estado!  Seguimos juntos, por Santa Catarina e pelo Brasil! 💙💛 

#UniãoProgressista #SantaCatarina",0,"06/04/2025 04:00",https://www.instagram.com/p/DKefaPjRVDC/,"Imagem do Instagram",,Total,7812,5648,205,5,0,0,0
18102293161547375,17841401827177081,assembleiasc,ALESC,"Instituir a educação moral e cívica nas escolas estaduais é o que pretende um projeto de lei em análise na Alesc. O autor do texto, deputado @pepecollaco (PP), responde às dúvidas dos nossos seguidores no quadro Deputado Responde desta semana. Confira!

#DeputadoResponde #EducaçãoMoralECívica #Alesc",151,"06/03/2025 15:57",https://www.instagram.com/reel/DKdMhbAMO4m/,"Reel do Instagram",,Total,6777,4235,143,19,1,85,0
18084262303675953,17841404807515259,deputadoaltairsilva,"Altair Silva","Conversa boa, produtiva e muito positiva para os rumos do @progressistas em Santa Catarina! 👊",0,"06/03/2025 11:17",https://www.instagram.com/p/DKcsphTsXB5/,"Imagem do Instagram",,Total,26798,17901,747,31,12,175,0
18064681586101241,17841401827177081,assembleiasc,ALESC,"A Amanda Santos trouxe o filho Gael até a Alesc para explicar um pouco sobre a importância dos cordões que servem para identificar deficiências e doenças ocultas. Confira e acolha você também quem mais precisa!

#Inclusão #CordõesdeIdentificação #Neurodiversidade #PCD #Alesc",77,"06/03/2025 07:55",https://www.instagram.com/reel/DKcVONfg-mJ/,"Reel do Instagram",,Total,44283,30169,1028,335,21,68,0
17913346503105622,17841401444333135,pepecollaco,"Pepê Collaço","VAI TER CANTEIRO DE OBRA NOSSA EM IMBITUBA!🚧

O mandato tá chegando em Imbituba com boas notícias: R$ 800 mil em recursos garantidos para obras que fazem a diferença! 💰💪
É trabalho que aparece, é compromisso com a nossa região! 👊🌊

#Imbituba #MandatoPresente #RecursosGarantidos #TrabalhoQueTransforma #MaisObras #CompromissoComAsPessoas #SulDeSC",67,"06/02/2025 12:02",https://www.instagram.com/reel/DKaMajDpBO1/,"Reel do Instagram",,Total,19891,13326,337,10,4,76,3
17922807051089857,17841401444333135,pepecollaco,"Pepê Collaço","📍 **ESTAR PERTO FAZ TODA A DIFERENÇA!** 🚗✨

Passamos por Agronômica, Trombudo Central, Rio do Sul, Presidente Getúlio, Vitor Meireles, Rio do Campo, Witmarsum e Ituporanga. Cada visita nos reforça como é essencial ouvir, dialogar e fortalecer as lideranças que constroem o futuro de nossas regiões. 🙌

Agradecemos a receptividade dos prefeitos, vereadores e todas as lideranças que nos acolheram tão bem. Juntos, seguimos construindo caminhos e soluções para melhorar a vida de cada catarinense! 🌟🤝

#CatarinensesUnidos #DiálogoRegional #LiderançaLocal #DesenvolvimentoSC #PertoDasPessoas #SantaCatarina",0,"05/30/2025 18:27",https://www.instagram.com/p/DKTKuzxI2Rm/,"Carrossel do Instagram",,Total,16838,5230,187,11,1,7,1
18071952154937645,17841406794096441,gazetamais,Gazeta+,"Deputado Pepê Colaço visita Witmarsum onde se comprometeu com a destinação de recursos para aquisição da Usina de Concreto e outras demandas prioritárias do município 

Durante a visita ao Vale Norte o parlamentar se comprometeu com as demandas do município de Presidente Getúlio assegurando até o final do ano a quantia de R$1 milhão de reais.
@pepecollaco",333,"05/30/2025 14:22",https://www.instagram.com/reel/DKStuh_vuuH/,"Reel do Instagram",,Total,2823,1811,44,3,0,0,0
18006845717596868,17841401938643271,marlongoed,"Marlon Goede","Recebemos a visita do Deputado Pepe Collaço, que chegou com ótimas notícias para Trombudo Central 🎉

Foi confirmado o primeiro recurso para a AMA, além de investimentos para a compra da usina que vai impulsionar ainda mais o desenvolvimento do nosso município! ✅

Seguimos confiantes com o futuro de Trombudo Central! O trabalho continua, e o melhor ainda está por vir! 🚀💙

#trombudocentral #recursos #melhoriasemtrombudocentral #novidades",49,"05/29/2025 14:09",https://www.instagram.com/reel/DKQIPZkREXz/,"Reel do Instagram",,Total,6147,3334,148,7,1,17,0
18279707899264318,17841401444333135,pepecollaco,"Pepê Collaço","É FESTA!🎉A apresentação da @camerataflorianopolis foi maravilhosa fechando com chave de ouro o aniversário de Tubarão. 
Parabéns prefeito @sorattojr e toda a sua equipe por essa festa marcante. Conte comigo pra continuar desenvolvendo a nossa cidade Azul.",89,"05/28/2025 11:51",https://www.instagram.com/reel/DKNTQcNJw4m/,"Reel do Instagram",,Total,19247,13437,491,41,11,35,7
18078836737801140,17841401444333135,pepecollaco,"Pepê Collaço","VIVA TUBARÃO! 🦈 Quem ama nossa cidade compartilha! 🫶",43,"05/27/2025 17:38",https://www.instagram.com/reel/DKLWa5BIV8r/,"Reel do Instagram",,Total,51627,35657,1014,81,9,69,14
18272114662274101,17841401444333135,pepecollaco,"Pepê Collaço","🦈Tubarão, 155 anos! 🎉
Cada conquista, cada passo, cada sonho realizado: tudo por ti, cidade azul!
Sou filho dessa terra e é por ela que trabalho todos os dias.
Mais de R$ 16 milhões em investimentos, cuidado com os detalhes que transformam vidas e um compromisso que segue firme com o teu futuro!

Parabéns, Tubarão!
Que venham muitos anos de desenvolvimento, união e amor por essa terra querida.

#Tubarão155Anos #CidadeAzul #AmorPorTubarão #TrabalhoQueTransforma #CompromissoComAVida #ParabénsTubarão #PepeCollaço #RaizForteFuturoFirme",0,"05/27/2025 10:32",https://www.instagram.com/p/DKKl-IWux6K/,"Carrossel do Instagram",,Total,2474,1478,45,7,0,3,0
18083835709674126,17841401444333135,pepecollaco,"Pepê Collaço","Reunião produtiva com o Governador @jorginhomello e a bancada do Progressistas!🤝
Diálogo aberto, alinhamento de pautas e foco no desenvolvimento de Santa Catarina. Seguimos com compromisso e trabalho!

#Progressistas #SantaCatarina #TrabalhoPeloPovo #CompromissoComSC #PolíticaQueTransforma #GestãoEficiente #UnidosPorSC #BancadaDoTrabalho",0,"05/27/2025 07:36",https://www.instagram.com/p/DKKRzJlujpZ/,"Imagem do Instagram",,Total,25370,20966,583,32,11,19,9
18197469424308055,17841401207774227,viviangselig,"Vivian Garcia Selig","Com o coração partido, comunicamos a todos o adiamento da entrega do Título de Cidadã Catarinense, que aconteceria amanhã, 26/05/2025, às 19h, na Alesc.

Em breve, estarei de volta com toda a minha energia, e marcaremos uma nova data para esse momento tão especial.

Minha gratidão ao @pepecollaco , @assembleiasc , familiares, colegas e amigos que me apoiam e que estariam presentes no evento.",95,"05/25/2025 07:00",https://www.instagram.com/reel/DKFDmm0u2T5/,"Reel do Instagram",,Total,17930,8088,591,22,18,119,0
18069643852793040,17841401444333135,pepecollaco,"Pepê Collaço","Que Jesus esteja sempre contigo. Te amamos filha! ❤️

Um dia especial e cheio de fé!
Hoje a nossa Manu deu um passo importante na fé: recebeu a Primeira Comunhão.
Com o coração puro e cheio de luz, ela nos encheu de orgulho e emoção. Que esse seja apenas o começo de uma vida guiada pelo amor de Deus, pela fé e pela bondade.

Família reunida, coração em festa e gratidão!🙏 

#PrimeiraComunhão #Família #Fé #Amor #Manu #Gratidão #JesusNoCoraçã",0,"05/24/2025 14:44",https://www.instagram.com/p/DKDUZW8RZHc/,"Carrossel do Instagram",,Total,11668,7656,432,0,4,16,3
18209123872306993,17841401444333135,pepecollaco,"Pepê Collaço","Boa notícia chegando pra Antônio Carlos! 🤭

R$350 mil garantidos para a pavimentação de ruas importantes, como a Rua Saul Scherer e a Rua Zeno Pauli, que vão integrar um novo binário viário no município!

Mais mobilidade, mais qualidade de vida e mais segurança pra quem vive e circula por aqui.
Acompanhe de perto o andamento dessa obra que vai transformar o dia a dia da nossa gente!

É investimento que faz a diferença!

#AntônioCarlos #PavimentaçãoImportante #NovosBinários #MaisMobilidade #ObraQueTransforma #CaminhoDoDesenvolvimento #SC",32,"05/23/2025 09:29",https://www.instagram.com/reel/DKALTQwO44g/,"Reel do Instagram",,Total,5077,13787,132,5,4,5,1
17892233547126676,17841401444333135,pepecollaco,"Pepê Collaço","Como é bom receber vocês! 💕 @redefemininatubarao contem comigo nessa causa de combate ao câncer, vocês fazem um trabalho lindo que deve ser reconhecido.",0,"05/21/2025 13:40",https://www.instagram.com/p/DJ7eqtLJ_x6/,"Carrossel do Instagram",,Total,7789,4645,198,10,2,6,1
18032916341372165,17841401444333135,pepecollaco,"Pepê Collaço","PRESTAÇÃO DE CONTAS NA ACIT ✍️
Mais de R$ 56 milhões investidos no Sul, com foco em saúde, mobilidade, inclusão e desenvolvimento regional. Compromisso firme com quem vive aqui!

#PepêCollaço #MandatoPresente #SulDeSC #ACIT #PrestaçãoDeContas",99,"05/20/2025 13:10",https://www.instagram.com/reel/DJ413Y1pibY/,"Reel do Instagram",,Total,10512,8333,121,14,1,11,0
18124435768439845,17841401444333135,pepecollaco,"Pepê Collaço","PepêReborn em ação pra mostrar como se faz política: Prestando Contas do trabalho!😉

O balanço do nosso mandato será apresentado hoje na ACIT, mostrando o impacto do nosso mandato na nossa região.",11,"05/19/2025 12:23",https://www.instagram.com/reel/DJ2L2MWJKqq/,"Reel do Instagram",,Total,15860,11448,108,17,1,7,2
17952983864958171,17841401444333135,pepecollaco,"Pepê Collaço","100 anos de Santa Teresinha
Hoje a Igreja celebra 100 anos da canonização de Santa Teresinha do Menino Jesus.
Ela nos mostrou que é possível ser santo nas pequenas coisas, com amor, fé e simplicidade.

Com muita alegria e honra, nossa família foi escolhida para representar São Luís e Santa Zélia, os pais de Teresinha, também santos.
É uma emoção grande dar vida a essa família que viveu o amor de Deus no dia a dia.

Que o exemplo deles nos inspire sempre.

#SantaTeresinha #SãoLuísESantaZélia #FamíliaSanta #100AnosDeFé #PequenoCaminho #ComAmorESimplicidade",95,"05/19/2025 03:00",https://www.instagram.com/reel/DJ1L0SfuSBB/,"Reel do Instagram",,Total,5182,13429,268,19,1,28,4
17975667305722624,17841458666293987,mathiasluiz_fotografia,"Mathias luiz | Fotografo","Tradição que vem do mar
A pesca da tainha é mais que um ofício
é cultura, é raiz, é comunidade.
Todo ano, quando o frio chega, o litoral se une em torno dessa herança que atravessa gerações.
Entre redes, cantos e olhares atentos ao mar, renasce a alma de um povo.

🎣 Respeito, trabalho e conexão com a natureza.
Essa é a magia da tainha.",63,"05/18/2025 08:07",https://www.instagram.com/reel/DJzKD5GO9DW/,"Reel do Instagram",,Total,22171,14824,753,57,12,24,0
18171636766335912,17841401444333135,pepecollaco,"Pepê Collaço","TOMBO DA POLENTA: TRADIÇÃO QUE NOS UNE!🇮🇹

Uma panela gigante, muita polenta e um povo que valoriza suas raízes!
O Tombo da Polenta é mais do que uma festa: é cultura, história e identidade do nosso interior catarinense.

A valorização das tradições regionais é essencial para fortalecer o turismo, movimentar a economia local e preservar o que temos de mais autêntico. A Festa no Morro da Fumaça estava linda 
Vamos seguir defendendo políticas públicas que incentivem o turismo cultural e o orgulho de ser catarinense!

#TomboDaPolenta #CulturaCatarinense #TradiçãoQueGeraRenda #PepêCollaço #SCLevadoASério #TurismoCultural",30,"05/17/2025 08:18",https://www.instagram.com/reel/DJwkgU0OWtF/,"Reel do Instagram",,Total,8814,20424,290,23,5,18,1
18045077033616741,17841401444333135,pepecollaco,"Pepê Collaço","ESTÁGIO VISITA DA ALESC 🚀

Uma experiência única no coração do parlamento! Nossos dois estagiários participaram do programa Estágio Visita da ALESC, vivenciando o dia a dia de um deputado estadual: acompanharam sessões, comissões e até manifestações da sociedade sobre os projetos em votação. 

Uma imersão real na política catarinense, porque formar cidadãos mais conscientes é também fortalecer a democracia. 

Você participaria de uma imersão como essa?",0,"05/15/2025 11:18",https://www.instagram.com/p/DJrxrB0p7S-/,"Imagem do Instagram",,Total,3767,2663,117,3,1,4,1
18012777398535033,17841401444333135,pepecollaco,"Pepê Collaço","UNIÃO PROGRESSISTA! ⤴️

Deixe sua dúvida aqui🙌",0,"05/13/2025 11:30",https://www.instagram.com/p/DJmpZLWJKWU/,"Carrossel do Instagram",,Total,7686,5218,113,26,3,6,2
17903830161168660,17841401444333135,pepecollaco,"Pepê Collaço","REGIÃO SERRANA, obrigado! 

É na estrada ouvindo a população, conversando e conhecendo a realidade de todo o estado que a gente entende a verdadeira política. Gratidão a todo o acolhimento e carinho. A Serra é linda e também tem meu coração. 👊🫶",80,"05/09/2025 11:59",https://www.instagram.com/reel/DJcYcGlJzlY/,"Reel do Instagram",,Total,21743,16521,272,20,8,14,1
18065668043088437,17841401444333135,pepecollaco,"Pepê Collaço","🌎 Uma ferrovia pode mudar tudo.
🚂 Santa Catarina no centro de uma rota internacional? Isso é mais que possível — é estratégico!

Do Atlântico ao Pacífico, o #CorredorBioceânico pode conectar o Sul do Brasil ao mundo 🌐.
Mas... será que vai sair do papel? Ou vamos continuar parados no tempo?

⏳ Chegou a hora de cobrar visão de futuro!

#SantaCatarina #FerroviaBioceânica #InfraestruturaJá #SulDoBrasil #Conesul #Geopolítica #Exportação #Desenvolvimento #BrasilQueAvança #ConectadosComOMundo #VisãoDeFuturo",104,"05/07/2025 14:54",https://www.instagram.com/reel/DJXjc4SpTRz/,"Reel do Instagram",,Total,45935,36621,549,106,6,25,6
18110730832491953,17841404807515259,deputadoaltairsilva,"Altair Silva","Primeira reunião da bancada @uniaoprogressistaupb na Alesc!

Um passo importante para alinhar ideias, fortalecer parcerias e construir juntos um caminho de mais diálogo e resultados para Santa Catarina. 💬🤝

Que seja o começo de uma atuação ainda mais unida e eficiente no parlamento!",0,"05/06/2025 14:21",https://www.instagram.com/p/DJU7cmAyreh/,"Imagem do Instagram",,Total,42866,33196,450,31,5,16,0
17928987698935529,17841401444333135,pepecollaco,"Pepê Collaço","Política de verdade é assim! 🎯",0,"05/05/2025 16:33",https://www.instagram.com/p/DJSlu47pky0/,"Imagem do Instagram",,Total,3837,2859,96,9,0,7,0
18326845795161703,17841401444333135,pepecollaco,"Pepê Collaço","💥 TRUMP QUER DERRUBAR O DÓLAR? 🤔

📉 Em 1985, os EUA desvalorizaram o dólar com o Acordo Plaza. Agora, Trump propõe o “Acordo de Mar-a-Lago” para repetir a estratégia. O objetivo? Fortalecer a indústria americana e reduzir o déficit comercial. Mas, num cenário global diferente, será que isso funcionará ou causará instabilidade mundial?

#Trump #Dólar #EconomiaGlobal",144,"05/02/2025 14:13",https://www.instagram.com/reel/DJKnBMKptDy/,"Reel do Instagram",,Total,12329,9566,176,20,2,18,2
17890609278126232,17841401444333135,pepecollaco,"Pepê Collaço","O trabalho é a força que move Santa Catarina! 💪🏼

Neste 1º de Maio, celebramos todos os catarinenses que, com dedicação, coragem e esperança, constroem um estado cada vez melhor. Parabéns, trabalhador e trabalhadora! 👷🏽‍♀️

#DiaDoTrabalhador #SantaCatarinaQueTrabalha #OrgulhoDeQuemFaz",0,"05/01/2025 10:00",https://www.instagram.com/p/DJHlptsJoT1/,"Imagem do Instagram",,Total,3667,2954,30,12,0,3,0
17986268183665368,17841401444333135,pepecollaco,"Pepê Collaço","DEIXA AQUI TUA OPINIÃO! ⬇️",0,"04/30/2025 09:52",https://www.instagram.com/p/DJE_3d8uQLx/,"Carrossel do Instagram",,Total,4338,2800,66,11,0,11,0
17933759037011144,17841404807515259,deputadoaltairsilva,"Altair Silva","Hoje foi dia de celebrar um novo capítulo na política do @progressistas ! Participamos do ato de oficialização da União Progressista, a federação entre o Progressistas e o @uniaobrasil44 . Um passo importante na construção de um projeto sólido, moderno e comprometido com o futuro do nosso país. 🤝

🙌 Celebramos esse momento juntamente com o deputado @pepecollaco e com André Hespanhol, chefe de gabinete do @deputadozemilton , que não pode estar presente por um motivo muito especial: o nascimento da sua netinha! 

Juntos, reafirmamos nosso compromisso com uma federação que já nasce forte, com a maior bancada na Câmara Federal e o maior número de prefeitos do Brasil! 🇧🇷

#UniaoProgressista #Politica #Progressistas #UniaoBrasil #FederacaoUP",65,"04/29/2025 15:31",https://www.instagram.com/reel/DJDBBV0SE0b/,"Reel do Instagram",,Total,10944,7007,375,52,5,27,0
